latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
-1.92725,-80.03867,337.71,0.56,0.43,2024-12-03,1827,N,VIIRS,n,2,297.79,10.57,D,0
-1.9419,-79.97614,337.38,0.39,0.59,2024-12-04,1808,N,VIIRS,n,2,288.04,3.48,D,0
-1.91243,-79.93481,339.42,0.38,0.59,2024-12-04,1808,N,VIIRS,n,2,289.75,5.36,D,0
-1.91966,-80.06702,342.18,0.5,0.66,2024-12-05,1930,N,VIIRS,n,2,289.56,2.8,D,0
-1.86039,-79.77298,332.91,0.58,0.52,2024-12-09,1815,N,VIIRS,n,2,292.2,3.07,D,0
-1.87812,-79.79185,331.21,0.58,0.52,2024-12-09,1815,N,VIIRS,n,2,291.94,4.2,D,0
-1.87732,-79.7948,336.85,0.58,0.52,2024-12-09,1815,N,VIIRS,n,2,292.25,2.4,D,0
-1.91447,-79.77862,332.7,0.58,0.52,2024-12-09,1815,N,VIIRS,n,2,292.81,8.68,D,0
-1.91367,-79.77325,350.68,0.58,0.52,2024-12-09,1815,N,VIIRS,n,2,292.28,20.22,D,0
-1.92103,-79.93433,341.9,0.63,0.54,2024-12-11,1918,N,VIIRS,n,2,288.76,7.51,D,0
-1.91972,-79.9315,345.88,0.63,0.54,2024-12-11,1918,N,VIIRS,n,2,289.78,12.89,D,0
-2.00238,-79.90223,330.89,0.63,0.54,2024-12-11,1918,N,VIIRS,n,2,283.33,3.99,D,0
-1.99887,-79.75288,330.12,0.4,0.37,2024-12-13,1840,N,VIIRS,n,2,294.64,3.21,D,0
-1.91595,-80.02817,330.97,0.38,0.36,2024-12-18,1846,N,VIIRS,n,2,296.68,1.67,D,0
-1.88736,-79.75652,334.07,0.39,0.36,2024-12-18,1846,N,VIIRS,n,2,298.77,3.1,D,0
-1.91982,-79.92491,338.48,0.38,0.36,2024-12-18,1846,N,VIIRS,n,2,295.54,3.31,D,0
-1.90087,-79.80051,332.53,0.39,0.36,2024-12-18,1846,N,VIIRS,n,2,294.32,3.6,D,0
-1.93136,-79.93377,340.53,0.38,0.36,2024-12-18,1846,N,VIIRS,n,2,297.76,5.55,D,0
-1.96005,-79.94359,331.87,0.38,0.36,2024-12-18,1846,N,VIIRS,n,2,297.31,1.15,D,0
-1.95498,-79.88783,347.28,0.38,0.36,2024-12-18,1846,N,VIIRS,n,2,300.75,8.58,D,0
-1.97807,-79.97266,335.27,0.38,0.36,2024-12-18,1846,N,VIIRS,n,2,296.18,2.9,D,0
-1.9632,-79.83005,337.48,0.38,0.36,2024-12-18,1846,N,VIIRS,n,2,300.12,3.29,D,0
-1.9702,-79.85374,332.8,0.38,0.36,2024-12-18,1846,N,VIIRS,n,2,297.31,2.25,D,0
-1.96968,-79.85029,347.93,0.38,0.36,2024-12-18,1846,N,VIIRS,n,2,300.2,8.44,D,0
-1.97738,-79.85619,330.81,0.38,0.36,2024-12-18,1846,N,VIIRS,l,2,301.11,2.77,D,0
-1.9807,-79.8557,334.7,0.38,0.36,2024-12-18,1846,N,VIIRS,n,2,301.59,2.66,D,0
-1.96968,-79.78309,332.51,0.39,0.36,2024-12-18,1846,N,VIIRS,n,2,296.61,2.01,D,0
-1.98561,-79.79839,341.19,0.39,0.36,2024-12-18,1846,N,VIIRS,n,2,296.61,3.06,D,0
-1.99797,-79.83823,336.33,0.38,0.36,2024-12-18,1846,N,VIIRS,n,2,296.37,1.74,D,0
-2.22946,-79.75938,335.22,0.38,0.36,2024-12-18,1846,N,VIIRS,n,2,298.18,2.49,D,0
-2.1884,-79.77689,340.42,0.38,0.36,2024-12-18,1846,N,VIIRS,n,2,299.54,9.53,D,0
-2.19207,-79.80108,336.72,0.38,0.36,2024-12-18,1846,N,VIIRS,n,2,300.91,2.69,D,0
-2.17562,-79.78235,347.59,0.38,0.36,2024-12-18,1846,N,VIIRS,n,2,301.0,5.08,D,0
-2.17615,-79.7858,336.58,0.38,0.36,2024-12-18,1846,N,VIIRS,n,2,302.12,4.67,D,0
-2.17229,-79.78284,337.71,0.38,0.36,2024-12-18,1846,N,VIIRS,n,2,299.61,5.08,D,0
-2.10716,-79.75726,335.22,0.39,0.36,2024-12-18,1846,N,VIIRS,n,2,298.51,3.11,D,0
-2.10769,-79.76071,330.84,0.39,0.36,2024-12-18,1846,N,VIIRS,n,2,297.55,1.49,D,0
-2.19455,-79.78831,336.05,0.54,0.42,2024-12-19,1827,N,VIIRS,n,2,298.58,3.7,D,0
-2.20459,-79.80182,336.74,0.54,0.42,2024-12-19,1827,N,VIIRS,n,2,298.99,7.16,D,0
-2.20385,-79.79694,337.08,0.54,0.42,2024-12-19,1827,N,VIIRS,n,2,299.41,8.66,D,0
-1.85382,-80.04806,344.36,0.56,0.43,2024-12-19,1828,N,VIIRS,n,2,295.6,7.42,D,0
-1.95821,-79.78333,341.42,0.54,0.42,2024-12-19,1828,N,VIIRS,n,2,296.21,7.48,D,0
-1.98886,-79.8701,342.71,0.37,0.58,2024-12-20,1809,N,VIIRS,n,2,289.75,3.74,D,0
-1.85902,-80.00951,330.89,0.38,0.59,2024-12-20,1809,N,VIIRS,n,2,289.73,4.94,D,0
-2.05997,-80.07551,336.01,0.46,0.39,2024-12-24,1834,N,VIIRS,n,2,299.97,3.71,D,0
-2.05636,-80.07606,334.53,0.46,0.39,2024-12-24,1834,N,VIIRS,n,2,298.57,3.71,D,0
-1.97596,-79.85898,331.83,0.45,0.39,2024-12-24,1834,N,VIIRS,n,2,299.27,2.85,D,0
-1.9772,-79.89179,343.79,0.45,0.39,2024-12-24,1834,N,VIIRS,n,2,298.11,4.95,D,0
-1.97071,-79.94661,330.13,0.45,0.39,2024-12-24,1834,N,VIIRS,n,2,296.68,4.62,D,0
