latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
-2.02517,-79.98225,334.94,0.55,0.43,2024-08-29,1828,N,VIIRS,n,2,300.48,12.41,D,0
-2.02439,-79.97717,336.27,0.55,0.43,2024-08-29,1828,N,VIIRS,n,2,302.58,12.41,D,0
-1.99626,-79.7924,333.51,0.53,0.42,2024-08-29,1828,N,VIIRS,n,2,299.01,6.24,D,0
-1.99552,-79.78758,351.3,0.53,0.42,2024-08-29,1828,N,VIIRS,n,2,303.67,29.03,D,0
-2.02082,-79.82329,348.36,0.54,0.42,2024-08-29,1828,N,VIIRS,n,2,302.45,18.22,D,0
-2.01747,-79.82175,335.72,0.54,0.42,2024-08-29,1828,N,VIIRS,n,2,300.12,9.78,D,0
-2.02136,-79.82117,336.48,0.54,0.42,2024-08-29,1828,N,VIIRS,n,2,301.41,9.78,D,0
-2.07296,-80.00883,336.68,0.55,0.43,2024-08-29,1828,N,VIIRS,n,2,298.2,9.93,D,0
-2.07457,-79.77883,333.95,0.53,0.42,2024-08-29,1828,N,VIIRS,n,2,298.75,5.74,D,0
-1.85529,-79.94006,331.57,0.54,0.42,2024-08-29,1828,N,VIIRS,n,2,298.26,2.58,D,0
-1.87951,-80.02191,333.6,0.55,0.43,2024-08-29,1828,N,VIIRS,n,2,299.08,2.54,D,0
-1.98201,-80.06953,330.56,0.55,0.43,2024-08-29,1828,N,VIIRS,n,2,299.77,3.86,D,0
-1.92333,-79.91505,330.07,0.54,0.42,2024-08-29,1828,N,VIIRS,n,2,298.93,2.36,D,0
-1.92349,-79.89014,337.12,0.54,0.42,2024-08-29,1828,N,VIIRS,n,2,299.31,6.17,D,0
-1.92376,-79.89209,337.64,0.54,0.42,2024-08-29,1828,N,VIIRS,n,2,300.31,3.95,D,0
-2.19071,-79.76244,335.33,0.37,0.58,2024-08-30,1809,N,VIIRS,n,2,296.7,3.2,D,0
-2.18782,-79.76401,334.16,0.37,0.58,2024-08-30,1809,N,VIIRS,n,2,294.73,3.55,D,0
-2.08735,-80.0228,335.67,0.38,0.59,2024-08-30,1809,N,VIIRS,n,2,296.94,4.53,D,0
-1.99955,-79.76523,332.12,0.37,0.58,2024-08-30,1809,N,VIIRS,n,2,294.97,2.04,D,0
-2.01933,-79.97586,337.11,0.38,0.59,2024-08-30,1809,N,VIIRS,n,2,296.94,4.72,D,0
-2.02283,-79.97437,341.36,0.38,0.59,2024-08-30,1809,N,VIIRS,n,2,298.15,6.07,D,0
-1.94582,-79.94082,330.59,0.37,0.58,2024-08-30,1809,N,VIIRS,n,2,296.38,2.38,D,0
-1.97873,-79.96896,307.91,0.41,0.37,2024-08-31,651,N,VIIRS,n,2,289.88,1.01,N,0
-2.0776,-79.96604,300.24,0.45,0.39,2024-09-01,632,N,VIIRS,n,2,289.8,0.65,N,0
-1.89331,-80.09087,332.91,0.41,0.37,2024-09-02,1853,N,VIIRS,l,2,303.3,1.65,D,0
-1.89421,-79.93617,342.06,0.41,0.37,2024-09-02,1853,N,VIIRS,n,2,300.83,11.16,D,0
-1.92918,-79.80482,333.56,0.42,0.37,2024-09-02,1853,N,VIIRS,n,2,295.56,3.91,D,0
-1.9786,-79.80502,330.73,0.42,0.37,2024-09-02,1853,N,VIIRS,n,2,297.66,1.65,D,0
-1.97803,-79.80128,331.15,0.42,0.37,2024-09-02,1853,N,VIIRS,n,2,300.23,5.4,D,0
-2.03255,-79.99799,334.29,0.41,0.37,2024-09-02,1853,N,VIIRS,n,2,300.05,3.68,D,0
-2.26051,-80.07523,332.26,0.41,0.37,2024-09-02,1853,N,VIIRS,l,2,302.31,63.24,D,0
-2.09303,-80.08615,341.85,0.63,0.72,2024-09-05,1756,N,VIIRS,n,2,289.34,8.35,D,0
-1.98273,-80.00125,337.26,0.66,0.73,2024-09-05,1937,N,VIIRS,n,2,289.97,6.62,D,0
-1.9813,-80.00089,330.87,0.66,0.73,2024-09-05,1937,N,VIIRS,n,2,289.56,5.98,D,0
-1.92962,-79.80786,339.6,0.33,0.55,2024-09-06,1918,N,VIIRS,n,2,293.54,4.21,D,0
-1.91254,-79.98294,340.07,0.63,0.54,2024-09-06,1918,N,VIIRS,n,2,293.24,13.2,D,0
-2.24324,-80.09975,334.99,0.61,0.54,2024-09-06,1918,N,VIIRS,n,2,295.54,6.72,D,0
-2.15057,-79.7505,336.53,0.33,0.55,2024-09-06,1918,N,VIIRS,n,2,294.19,3.88,D,0
-1.97572,-79.77051,356.09,0.33,0.55,2024-09-06,1918,N,VIIRS,n,2,294.2,5.63,D,0
-2.33762,-80.05622,331.74,0.47,0.4,2024-09-07,1859,N,VIIRS,n,2,295.21,3.29,D,0
-2.28695,-80.08973,335.81,0.47,0.39,2024-09-07,1859,N,VIIRS,n,2,296.42,5.15,D,0
-2.28761,-80.0939,343.63,0.47,0.39,2024-09-07,1859,N,VIIRS,n,2,296.37,5.15,D,0
-1.93836,-79.90982,342.37,0.48,0.4,2024-09-07,1859,N,VIIRS,n,2,296.95,7.82,D,0
-1.94321,-80.00854,330.77,0.48,0.4,2024-09-07,1859,N,VIIRS,n,2,295.2,2.86,D,0
-1.94084,-80.09162,336.93,0.47,0.4,2024-09-07,1859,N,VIIRS,n,2,298.76,7.08,D,0
-1.94148,-80.09586,331.22,0.47,0.4,2024-09-07,1859,N,VIIRS,n,2,294.62,4.96,D,0
-1.92495,-80.09309,338.84,0.4,0.37,2024-09-08,1840,N,VIIRS,n,2,303.94,6.34,D,0
-1.93963,-79.91502,336.84,0.4,0.37,2024-09-08,1840,N,VIIRS,n,2,299.32,2.99,D,0
-1.97751,-80.07407,367.0,0.4,0.37,2024-09-08,1840,N,VIIRS,h,2,302.2,14.05,D,0
-2.09705,-80.05939,336.05,0.4,0.37,2024-09-08,1840,N,VIIRS,l,2,292.66,5.14,D,0
-2.33439,-80.05611,333.22,0.4,0.37,2024-09-08,1840,N,VIIRS,l,2,301.65,3.55,D,0
-2.33887,-80.06282,334.93,0.4,0.37,2024-09-08,1840,N,VIIRS,l,2,300.67,3.43,D,0
-2.33833,-80.05921,334.83,0.4,0.37,2024-09-08,1840,N,VIIRS,l,2,300.51,3.43,D,0
-2.34458,-80.05459,337.76,0.4,0.37,2024-09-08,1840,N,VIIRS,n,2,300.66,4.25,D,0
-2.34905,-80.06132,332.51,0.4,0.37,2024-09-08,1840,N,VIIRS,l,2,300.13,3.69,D,0
-2.01973,-79.9641,345.06,0.46,0.47,2024-09-09,1821,N,VIIRS,n,2,296.79,5.74,D,0
-1.97351,-80.07378,332.32,0.47,0.48,2024-09-09,1821,N,VIIRS,n,2,294.92,3.19,D,0
-1.94261,-79.92488,343.33,0.46,0.47,2024-09-09,1821,N,VIIRS,n,2,295.46,7.92,D,0
-1.94183,-79.98017,334.97,0.46,0.47,2024-09-09,1821,N,VIIRS,n,2,290.63,3.41,D,0
-2.06607,-79.99741,330.19,0.4,0.6,2024-09-11,1924,N,VIIRS,n,2,296.01,2.62,D,0
-2.03135,-79.9591,330.14,0.4,0.6,2024-09-11,1924,N,VIIRS,n,2,294.21,2.65,D,0
-1.94987,-79.94041,332.01,0.41,0.6,2024-09-11,1924,N,VIIRS,n,2,294.38,2.4,D,0
-1.89614,-79.85674,341.43,0.41,0.61,2024-09-11,1924,N,VIIRS,n,2,294.04,3.89,D,0
-1.8907,-79.96469,345.96,0.41,0.6,2024-09-11,1924,N,VIIRS,n,2,294.76,7.47,D,0
-1.86141,-80.05396,336.09,0.4,0.6,2024-09-11,1924,N,VIIRS,n,2,295.05,2.3,D,0
-2.09525,-80.0125,304.29,0.55,0.42,2024-09-12,625,N,VIIRS,n,2,290.19,1.02,N,0
-2.09473,-80.01449,305.91,0.55,0.42,2024-09-12,625,N,VIIRS,n,2,290.28,1.07,N,0
-1.8537,-80.05269,340.42,0.39,0.44,2024-09-12,1905,N,VIIRS,n,2,297.76,2.51,D,0
-1.85597,-79.75039,335.17,0.4,0.44,2024-09-12,1905,N,VIIRS,n,2,298.43,2.24,D,0
-1.89804,-79.96717,333.72,0.39,0.44,2024-09-12,1905,N,VIIRS,n,2,299.33,2.95,D,0
-1.89497,-79.92066,337.35,0.39,0.44,2024-09-12,1905,N,VIIRS,n,2,300.25,3.36,D,0
-1.93892,-80.07178,344.03,0.38,0.43,2024-09-12,1905,N,VIIRS,n,2,301.62,3.41,D,0
-1.90673,-79.835,335.82,0.4,0.44,2024-09-12,1905,N,VIIRS,n,2,298.03,2.38,D,0
-1.92768,-79.94464,332.15,0.39,0.44,2024-09-12,1905,N,VIIRS,n,2,299.12,3.22,D,0
-1.93172,-79.94402,340.85,0.39,0.44,2024-09-12,1905,N,VIIRS,n,2,299.62,3.22,D,0
-1.90796,-79.76109,334.68,0.4,0.44,2024-09-12,1905,N,VIIRS,n,2,296.96,5.34,D,0
-1.91207,-79.7605,342.39,0.4,0.44,2024-09-12,1905,N,VIIRS,n,2,301.41,5.34,D,0
-1.91105,-79.75997,347.37,0.4,0.44,2024-09-12,1905,N,VIIRS,n,2,302.29,12.18,D,0
-2.02653,-79.9655,342.82,0.39,0.44,2024-09-12,1905,N,VIIRS,n,2,299.54,4.14,D,0
-2.02598,-79.96194,334.03,0.39,0.44,2024-09-12,1905,N,VIIRS,n,2,299.44,4.14,D,0
-2.03058,-79.96499,343.02,0.39,0.44,2024-09-12,1905,N,VIIRS,n,2,297.95,6.33,D,0
-2.03005,-79.96152,344.55,0.39,0.44,2024-09-12,1905,N,VIIRS,n,2,300.39,6.33,D,0
-2.04362,-79.75817,335.55,0.4,0.44,2024-09-12,1905,N,VIIRS,n,2,300.48,4.62,D,0
-2.18516,-79.75813,341.71,0.4,0.44,2024-09-12,1905,N,VIIRS,n,2,300.4,6.12,D,0
-2.20537,-79.78073,341.89,0.4,0.44,2024-09-12,1905,N,VIIRS,n,2,298.21,6.53,D,0
-2.20481,-79.77715,344.5,0.4,0.44,2024-09-12,1905,N,VIIRS,n,2,300.41,8.67,D,0
-2.20999,-79.78368,341.22,0.4,0.44,2024-09-12,1905,N,VIIRS,n,2,297.79,7.29,D,0
-2.09723,-80.02069,314.78,0.37,0.58,2024-09-13,606,N,VIIRS,n,2,289.27,0.92,N,0
-2.099,-80.02103,319.24,0.37,0.58,2024-09-13,606,N,VIIRS,n,2,289.1,2.08,N,0
-2.0967,-80.02397,302.16,0.38,0.58,2024-09-13,606,N,VIIRS,n,2,289.04,0.92,N,0
-2.20908,-79.77979,339.35,0.38,0.36,2024-09-13,1846,N,VIIRS,n,2,302.17,4.76,D,0
-2.03085,-79.96351,335.67,0.38,0.36,2024-09-13,1846,N,VIIRS,n,2,301.04,1.22,D,0
-1.97932,-80.06673,330.97,0.38,0.36,2024-09-13,1846,N,VIIRS,n,2,300.74,1.76,D,0
-1.97321,-80.07117,330.79,0.38,0.36,2024-09-13,1846,N,VIIRS,n,2,300.24,2.33,D,0
-1.92297,-79.80695,332.49,0.39,0.36,2024-09-13,1846,N,VIIRS,n,2,297.26,6.11,D,0
-1.92189,-79.93427,333.41,0.38,0.36,2024-09-13,1846,N,VIIRS,n,2,299.85,2.01,D,0
-1.91857,-79.93476,334.52,0.38,0.36,2024-09-13,1846,N,VIIRS,n,2,299.48,2.01,D,0
-1.91315,-79.92145,333.08,0.38,0.36,2024-09-13,1846,N,VIIRS,n,2,298.37,1.37,D,0
-1.90299,-80.01118,334.78,0.38,0.36,2024-09-13,1846,N,VIIRS,n,2,302.49,3.15,D,0
-1.89548,-79.98409,330.66,0.38,0.36,2024-09-13,1846,N,VIIRS,n,2,301.0,2.02,D,0
-1.90019,-80.01512,334.47,0.38,0.36,2024-09-13,1846,N,VIIRS,n,2,299.65,1.43,D,0
-1.88483,-79.93629,334.8,0.38,0.36,2024-09-13,1846,N,VIIRS,n,2,300.9,5.76,D,0
-1.8815,-79.93678,334.99,0.38,0.36,2024-09-13,1846,N,VIIRS,n,2,300.23,14.42,D,0
-1.86857,-79.89635,331.47,0.38,0.36,2024-09-13,1846,N,VIIRS,n,2,298.77,2.54,D,0
-1.9465,-79.80917,336.66,0.37,0.58,2024-09-15,1808,N,VIIRS,n,2,294.44,4.08,D,0
-2.2259,-80.09528,333.0,0.5,0.66,2024-09-16,1930,N,VIIRS,n,2,289.5,5.73,D,0
-2.22513,-80.0907,348.42,0.5,0.66,2024-09-16,1930,N,VIIRS,n,2,288.52,11.48,D,0
-2.01169,-79.82273,330.44,0.53,0.67,2024-09-16,1930,N,VIIRS,n,2,289.46,5.5,D,0
-2.226,-80.09534,330.74,0.5,0.66,2024-09-16,1930,N,VIIRS,n,2,289.24,6.01,D,0
-2.22526,-80.09075,351.49,0.5,0.66,2024-09-16,1930,N,VIIRS,n,2,288.77,10.29,D,0
-2.17771,-80.04044,313.52,0.45,0.39,2024-09-17,631,N,VIIRS,n,2,290.96,1.65,N,2
-2.29196,-80.04193,352.6,0.48,0.48,2024-09-17,1911,N,VIIRS,n,2,300.95,12.88,D,0
-2.29266,-80.04624,348.74,0.48,0.48,2024-09-17,1911,N,VIIRS,n,2,300.77,6.34,D,0
-2.29336,-80.05058,336.48,0.48,0.48,2024-09-17,1911,N,VIIRS,n,2,299.19,6.34,D,0
-2.29406,-80.05491,331.97,0.48,0.48,2024-09-17,1911,N,VIIRS,n,2,299.43,2.33,D,0
-2.29294,-80.04103,334.59,0.48,0.48,2024-09-17,1911,N,VIIRS,n,2,300.46,5.37,D,0
-2.2936,-80.04536,348.03,0.48,0.48,2024-09-17,1911,N,VIIRS,n,2,301.07,14.02,D,0
-2.28849,-80.04163,331.87,0.48,0.48,2024-09-17,1911,N,VIIRS,n,2,300.55,5.37,D,0
-2.2905,-80.05468,336.21,0.48,0.48,2024-09-17,1911,N,VIIRS,n,2,301.6,3.79,D,0
-2.06472,-80.02645,342.05,0.48,0.48,2024-09-17,1911,N,VIIRS,n,2,299.05,13.21,D,0
-2.06243,-80.03048,341.84,0.48,0.48,2024-09-17,1911,N,VIIRS,n,2,298.45,12.82,D,0
-1.97563,-79.94445,330.4,0.49,0.49,2024-09-17,1911,N,VIIRS,n,2,298.45,3.19,D,0
-1.89712,-79.98198,340.86,0.49,0.49,2024-09-17,1911,N,VIIRS,n,2,298.65,5.0,D,0
-1.90586,-80.06631,347.79,0.48,0.48,2024-09-17,1911,N,VIIRS,n,2,299.32,4.89,D,0
-1.86152,-80.04614,342.42,0.49,0.48,2024-09-17,1911,N,VIIRS,n,2,298.77,4.65,D,0
-1.86341,-80.08624,346.43,0.48,0.48,2024-09-17,1911,N,VIIRS,n,2,301.16,5.15,D,0
-1.85878,-80.04573,346.25,0.49,0.48,2024-09-17,1911,N,VIIRS,n,2,300.6,7.03,D,0
-1.86484,-80.08527,336.42,0.48,0.48,2024-09-17,1911,N,VIIRS,n,2,300.35,3.43,D,0
-1.86039,-80.08596,336.66,0.48,0.48,2024-09-17,1911,N,VIIRS,n,2,300.72,4.51,D,0
-1.94968,-80.01291,330.94,0.41,0.37,2024-09-18,1852,N,VIIRS,l,2,302.41,2.99,D,0
-1.90893,-79.88367,337.7,0.41,0.37,2024-09-18,1852,N,VIIRS,n,2,298.41,4.37,D,0
-1.90996,-79.95887,342.08,0.41,0.37,2024-09-18,1852,N,VIIRS,n,2,300.13,5.05,D,0
-1.90024,-79.98661,335.54,0.41,0.37,2024-09-18,1852,N,VIIRS,n,2,300.32,4.07,D,0
-1.87065,-79.90832,337.1,0.41,0.37,2024-09-18,1852,N,VIIRS,n,2,299.63,5.3,D,0
-1.8679,-79.90861,343.8,0.41,0.37,2024-09-18,1852,N,VIIRS,n,2,298.76,5.42,D,0
-2.29149,-80.05691,345.1,0.4,0.37,2024-09-18,1852,N,VIIRS,n,2,304.43,27.25,D,0
-2.29021,-80.09418,341.39,0.4,0.37,2024-09-18,1852,N,VIIRS,n,2,302.86,2.62,D,0
-2.17725,-80.04119,333.16,0.41,0.37,2024-09-18,1852,N,VIIRS,n,2,302.18,2.7,D,2
-2.01688,-80.01752,340.42,0.41,0.37,2024-09-18,1852,N,VIIRS,n,2,299.91,1.95,D,0
-2.01347,-80.01804,331.15,0.41,0.37,2024-09-18,1852,N,VIIRS,n,2,300.17,1.95,D,0
-1.99976,-80.04231,333.71,0.41,0.37,2024-09-18,1852,N,VIIRS,n,2,302.19,2.37,D,0
-2.29753,-80.0555,330.0,0.46,0.39,2024-09-19,1833,N,VIIRS,l,2,297.72,1.92,D,0
-2.33385,-80.05028,351.55,0.46,0.39,2024-09-19,1833,N,VIIRS,n,2,299.89,8.1,D,0
-2.33322,-80.04613,355.76,0.46,0.39,2024-09-19,1833,N,VIIRS,n,2,300.97,18.58,D,0
-1.85776,-79.90733,331.97,0.45,0.39,2024-09-19,1833,N,VIIRS,l,2,296.16,3.27,D,0
-2.33748,-80.04974,348.35,0.46,0.39,2024-09-19,1833,N,VIIRS,n,2,300.24,8.1,D,0
-2.33819,-80.05036,335.73,0.46,0.39,2024-09-19,1833,N,VIIRS,n,2,298.65,4.52,D,0
-2.33395,-80.04676,367.0,0.46,0.39,2024-09-19,1833,N,VIIRS,h,2,301.77,20.51,D,0
-2.33456,-80.05092,347.67,0.46,0.39,2024-09-19,1833,N,VIIRS,n,2,300.21,10.06,D,0
-1.93054,-80.07896,333.93,0.4,0.37,2024-09-24,1840,N,VIIRS,l,2,300.91,2.47,D,0
-1.88889,-79.94134,332.76,0.4,0.37,2024-09-24,1840,N,VIIRS,n,2,299.99,2.06,D,0
-1.87616,-79.90289,338.23,0.4,0.37,2024-09-24,1840,N,VIIRS,n,2,301.15,4.18,D,0
-1.94068,-79.83685,296.51,0.41,0.61,2024-09-25,721,N,VIIRS,n,2,286.38,0.49,N,0
-1.93505,-79.83598,301.79,0.41,0.61,2024-09-25,721,N,VIIRS,n,2,286.09,0.49,N,0
-1.94734,-80.01248,332.59,0.47,0.48,2024-09-25,1821,N,VIIRS,n,2,296.16,2.68,D,0
-1.94871,-80.01485,335.06,0.47,0.48,2024-09-25,1821,N,VIIRS,n,2,295.74,4.35,D,0
-1.86491,-79.99671,333.61,0.47,0.48,2024-09-25,1821,N,VIIRS,n,2,297.3,3.18,D,0
-2.12112,-79.97577,342.19,0.38,0.36,2024-09-29,1846,N,VIIRS,n,2,302.89,6.73,D,0
-1.934,-79.85664,335.96,0.38,0.36,2024-09-29,1846,N,VIIRS,n,2,292.54,2.01,D,0
-1.87059,-79.95151,336.39,0.38,0.36,2024-09-29,1846,N,VIIRS,n,2,298.37,1.86,D,0
-1.87615,-80.0106,338.79,0.38,0.36,2024-09-29,1846,N,VIIRS,n,2,301.02,4.52,D,0
-1.87336,-80.01455,336.23,0.38,0.36,2024-09-29,1846,N,VIIRS,n,2,297.1,4.32,D,0
-1.85156,-79.91557,338.2,0.38,0.36,2024-09-29,1846,N,VIIRS,n,2,299.57,3.57,D,0
-1.86915,-80.05396,349.92,0.38,0.36,2024-09-29,1846,N,VIIRS,n,2,303.65,6.26,D,0
-1.86583,-80.05445,349.15,0.38,0.36,2024-09-29,1846,N,VIIRS,n,2,299.24,6.26,D,0
-1.86109,-80.09041,334.12,0.38,0.36,2024-09-29,1846,N,VIIRS,n,2,300.62,2.31,D,0
-2.33794,-80.06867,348.33,0.38,0.36,2024-09-29,1846,N,VIIRS,n,2,301.4,6.86,D,0
-2.33847,-80.07212,336.19,0.38,0.36,2024-09-29,1846,N,VIIRS,n,2,299.87,6.86,D,0
-2.19947,-79.75523,331.52,0.38,0.36,2024-09-29,1846,N,VIIRS,n,2,297.55,2.03,D,0
-2.17831,-79.77252,336.55,0.38,0.36,2024-09-29,1846,N,VIIRS,n,2,300.23,7.83,D,0
-2.17394,-79.76611,349.98,0.38,0.36,2024-09-29,1846,N,VIIRS,n,2,301.08,12.29,D,0
-2.09824,-79.7598,334.05,0.38,0.36,2024-09-29,1846,N,VIIRS,n,2,299.01,3.34,D,0
-2.34503,-80.04833,330.75,0.4,0.6,2024-10-01,1808,N,VIIRS,n,2,290.01,3.29,D,0
-2.10733,-79.76936,346.35,0.38,0.59,2024-10-01,1808,N,VIIRS,n,2,287.1,3.89,D,0
-1.96872,-80.02103,337.15,0.4,0.37,2024-10-04,1852,N,VIIRS,n,2,302.08,7.77,D,0
-1.9405,-79.76751,335.52,0.41,0.37,2024-10-04,1852,N,VIIRS,n,2,300.61,4.55,D,0
-2.0422,-79.86133,342.18,0.41,0.37,2024-10-04,1852,N,VIIRS,n,2,303.11,5.25,D,0
-1.96927,-80.02464,334.7,0.4,0.37,2024-10-04,1852,N,VIIRS,n,2,298.0,2.97,D,0
-1.9171,-79.77481,331.3,0.41,0.37,2024-10-04,1852,N,VIIRS,n,2,297.4,3.31,D,0
-1.92559,-79.8074,344.21,0.41,0.37,2024-10-04,1852,N,VIIRS,n,2,298.58,4.42,D,0
-1.92503,-79.80371,333.46,0.41,0.37,2024-10-04,1852,N,VIIRS,n,2,296.7,3.97,D,0
-1.93296,-80.05968,347.22,0.4,0.37,2024-10-04,1852,N,VIIRS,n,2,300.51,4.32,D,0
-1.89707,-79.8267,334.91,0.41,0.37,2024-10-04,1852,N,VIIRS,n,2,298.51,0.91,D,0
-1.85673,-79.9312,336.71,0.46,0.39,2024-10-05,1833,N,VIIRS,l,2,297.85,7.08,D,0
-1.99685,-80.01872,336.42,0.47,0.39,2024-10-05,1833,N,VIIRS,l,2,296.51,6.67,D,0
-2.09052,-79.94601,336.14,0.46,0.39,2024-10-05,1833,N,VIIRS,l,2,299.66,6.38,D,0
-1.95287,-80.08807,343.38,0.62,0.54,2024-10-06,1814,N,VIIRS,n,2,293.91,10.41,D,0
-1.94708,-80.08334,344.4,0.62,0.54,2024-10-06,1814,N,VIIRS,n,2,294.54,10.41,D,0
-1.95284,-80.09019,338.97,0.62,0.54,2024-10-06,1814,N,VIIRS,n,2,293.67,5.71,D,0
-1.94701,-80.08548,350.48,0.62,0.54,2024-10-06,1814,N,VIIRS,n,2,294.27,15.14,D,0
-2.08435,-79.81219,338.89,0.6,0.53,2024-10-06,1814,N,VIIRS,n,2,291.69,9.4,D,0
-2.17524,-80.04153,303.4,0.47,0.39,2024-10-07,656,N,VIIRS,n,2,288.2,1.07,N,2
-2.09603,-80.02195,304.09,0.47,0.39,2024-10-07,656,N,VIIRS,n,2,286.59,0.98,N,0
-2.20922,-79.7737,342.87,0.63,0.72,2024-10-07,1755,N,VIIRS,n,2,284.46,12.06,D,0
-2.02066,-79.97298,344.03,0.65,0.73,2024-10-07,1755,N,VIIRS,n,2,285.32,14.69,D,0
-2.01978,-79.96704,357.09,0.65,0.73,2024-10-07,1755,N,VIIRS,l,2,286.3,14.69,D,0
-1.93889,-79.89775,341.93,0.61,0.54,2024-10-08,1917,N,VIIRS,n,2,274.96,7.02,D,0
-1.97875,-79.97485,330.67,0.46,0.39,2024-10-09,1858,N,VIIRS,n,2,293.62,4.35,D,0
-1.86629,-80.01701,356.48,0.46,0.39,2024-10-09,1858,N,VIIRS,n,2,298.26,17.81,D,0
-1.93431,-80.06822,338.88,0.41,0.37,2024-10-10,1839,N,VIIRS,n,2,295.44,4.07,D,0
-1.93089,-80.06874,340.78,0.41,0.37,2024-10-10,1839,N,VIIRS,n,2,297.04,6.6,D,0
-2.17688,-80.04186,299.31,0.56,0.43,2024-10-14,624,N,VIIRS,n,2,286.23,0.84,N,2
-2.04299,-79.8335,333.11,0.38,0.43,2024-10-14,1904,N,VIIRS,n,2,295.51,2.63,D,0
-1.90665,-79.83427,337.45,0.38,0.44,2024-10-14,1904,N,VIIRS,n,2,291.43,4.8,D,0
-1.95139,-79.83102,337.08,0.38,0.44,2024-10-14,1904,N,VIIRS,n,2,297.18,5.02,D,0
-2.08694,-79.75932,335.17,0.38,0.36,2024-10-15,1845,N,VIIRS,n,2,284.99,7.31,D,0
-2.00797,-79.86034,344.75,0.38,0.36,2024-10-15,1845,N,VIIRS,n,2,286.31,3.38,D,0
-1.9987,-79.84408,345.67,0.38,0.36,2024-10-15,1845,N,VIIRS,n,2,284.4,7.14,D,0
-1.94282,-79.8314,335.94,0.38,0.36,2024-10-15,1845,N,VIIRS,n,2,286.03,3.44,D,0
-1.93083,-80.06611,331.09,0.38,0.36,2024-10-15,1845,N,VIIRS,n,2,290.29,1.98,D,0
-2.28398,-80.04361,343.05,0.39,0.44,2024-10-16,1826,N,VIIRS,n,2,300.72,14.44,D,0
-2.2845,-80.04707,331.76,0.39,0.44,2024-10-16,1826,N,VIIRS,n,2,300.63,14.44,D,0
-2.27996,-80.04424,345.61,0.39,0.44,2024-10-16,1826,N,VIIRS,n,2,303.17,14.44,D,0
-2.13946,-79.98829,346.13,0.57,0.43,2024-10-16,1826,N,VIIRS,n,2,297.7,6.88,D,0
-1.97895,-80.02714,340.19,0.57,0.43,2024-10-16,1826,N,VIIRS,n,2,299.75,7.28,D,0
-1.9236,-79.77137,330.61,0.55,0.43,2024-10-16,1826,N,VIIRS,l,2,297.89,4.05,D,0
-1.91967,-79.77201,333.6,0.55,0.43,2024-10-16,1826,N,VIIRS,l,2,298.59,7.31,D,0
-1.88641,-79.90002,333.97,0.56,0.43,2024-10-16,1826,N,VIIRS,l,2,297.87,4.3,D,0
-1.97556,-80.02505,334.44,0.57,0.43,2024-10-16,1826,N,VIIRS,n,2,299.07,6.85,D,0
-2.13629,-79.98443,299.07,0.48,0.48,2024-10-17,708,N,VIIRS,n,2,288.74,0.83,N,0
-2.14069,-79.98545,303.76,0.48,0.48,2024-10-17,708,N,VIIRS,n,2,288.39,0.83,N,0
-1.86161,-79.76806,333.33,0.41,0.37,2024-10-20,1852,N,VIIRS,n,2,301.47,4.11,D,0
-1.89959,-79.85633,337.65,0.41,0.37,2024-10-20,1852,N,VIIRS,n,2,306.11,10.64,D,0
-1.92258,-79.80032,344.79,0.41,0.37,2024-10-20,1852,N,VIIRS,n,2,301.76,4.57,D,0
-1.92187,-79.79987,330.94,0.41,0.37,2024-10-20,1852,N,VIIRS,n,2,301.22,2.2,D,0
-1.92529,-79.79935,336.71,0.41,0.37,2024-10-20,1852,N,VIIRS,n,2,300.71,2.2,D,0
-1.99194,-80.02811,336.19,0.4,0.37,2024-10-20,1852,N,VIIRS,n,2,304.41,3.14,D,0
-1.95387,-79.7574,334.06,0.41,0.37,2024-10-20,1852,N,VIIRS,n,2,299.22,10.84,D,0
-1.95786,-79.76057,334.01,0.41,0.37,2024-10-20,1852,N,VIIRS,n,2,299.96,2.8,D,0
-1.95729,-79.75688,334.4,0.41,0.37,2024-10-20,1852,N,VIIRS,n,2,300.34,3.99,D,0
-2.09447,-79.76222,332.58,0.41,0.37,2024-10-20,1852,N,VIIRS,n,2,299.8,2.2,D,0
-2.20177,-80.0987,336.58,0.4,0.37,2024-10-20,1852,N,VIIRS,n,2,303.67,1.84,D,0
-1.90908,-80.0479,335.48,0.47,0.39,2024-10-21,1833,N,VIIRS,n,2,299.29,3.93,D,0
-1.95667,-79.79573,331.17,0.45,0.39,2024-10-21,1833,N,VIIRS,l,2,300.02,2.13,D,0
-2.07403,-79.76212,340.05,0.45,0.39,2024-10-21,1833,N,VIIRS,l,2,299.25,4.5,D,0
-2.07825,-79.76568,334.35,0.45,0.39,2024-10-21,1833,N,VIIRS,l,2,299.19,4.5,D,0
-2.16322,-79.7579,336.77,0.46,0.39,2024-10-21,1833,N,VIIRS,l,2,302.43,11.91,D,0
-2.25442,-80.06998,335.93,0.47,0.4,2024-10-21,1833,N,VIIRS,n,2,301.02,3.34,D,0
-2.07762,-79.96751,301.66,0.47,0.4,2024-10-23,656,N,VIIRS,n,2,288.36,0.61,N,0
-1.90399,-79.82439,315.14,0.4,0.37,2024-10-24,637,N,VIIRS,n,2,289.33,1.47,N,0
